,title,body
651,"Meeting in Seoul, climate leaders call for global cooperation","

     From fifth from left, the Global Green Growth Institute (GGGI) President and Chair Ban Ki-moon; Yoo Young-sook, chairwoman of the board of directors at the Climate Change Center; and British Ambassador to Korea Simon Smith join representatives of other members of the ""Blue Skies and Net Zero 2050 Campaign"" at GGGI's conference on the campaign on Monday at the institute in central Seoul. [PARK SANG-MOON]               Recognizing Monday as the International Day of Clean Air for Blue Skies, the Global Green Growth Institute (GGGI) and embassies in Seoul called for global efforts to work with civic groups to combat greenhouse gas emissions, climate change and other air pollution crises.           “Today, Sept. 7, is a special day,” Ban Ki-moon, president and chair of the GGGI, said during his opening remarks for a climate change conference at the institution in central Seoul on Monday. ""Led by the Korean government, the UN General Assembly last year adopted by consensus the resolution to designate this day to help improve air quality, raise awareness of air pollution and acknowledge that air quality and climate change mitigation are very closely linked.""           He continued, “Active collaboration among government agencies, embassies, civil society groups and international organizations, like GGGI and the Green Climate Fund, are key to reducing air pollution and tackling climate change.""            The conference was joined by members of the “Blue Skies and Net Zero 2050 Campaign,” launched last December by GGGI and the Climate Change Center, which includes the embassies of Denmark, France, Britain, Canada, Italy and the Netherlands, along with the European Delegation in Korea and civic groups including Green Environment Youth Korea.             In addition to addressing the fine dust issue in Korea — Seoul ranked as one of the worst cities in terms of worst air pollution problems in 2017 — the campaign aims to request that the Korean government define its long-term strategy for the country to achieve net-zero emissions by 2050.           ""Net-zero"" refers to removing greenhouse gas emissions at the same rate as they are being produced — typically achieved through a combination of aggressively cutting emissions and undertaking measures like forest restoration to offset those new greenhouse gases being introduced into the atmosphere.           The most recent government plan to address the issue — the so-called Green New Deal — does not specify annual reductions in greenhouse gas emissions needed for Korea to go net-zero by 2050, a goal being adapted by many nations around the world, especially signatories to the Paris climate agreement.           Civic groups present at the conference Monday emphasized that Korea needs all hands on deck to reduce its emissions.             “I firmly believe that the Green New Deal will be led by the government but must be completed with civil societies,” said Yoo Young-sook, chairwoman of the board of directors at Climate Change Center, a nongovernmental organization on climate change in Korea. “The center will be sparing no effort to expand and strengthen the role of civil society [...] to successful implementation of the Green New Deal.”           It is also part of the campaign’s goals to outline a five-year Nationally Determined Conditions (NDC) target for the Paris Agreement in the lead up to the 26th United Nations Climate Change Conference of the Parties (COP 26) scheduled for 2021 in Glasgow. Korea has yet to submit its NDC target set through 2025, due at the end of this year.           “Korea is one of the world’s top-10 global emitters [...] Korean 2050 net-zero declaration will be an immense statement of leadership in raising the global ambition on climate change,” said Simon Smith, British ambassador to Korea. “COP 26 will be one of the last chances for the international community to mitigate damaging risks for climate change.”           BY ESTHER CHUNG   [chung.juhee@joongang.co.kr]         "
652,Foreign minister to take part in virtual talks with Asean diplomats,"

     Kim Gunn, the Korean deputy foreign minister for foreign affairs, holds a videoconference with Alison Mann, director-general of the Asia Pacific Regional Integration Division of New Zealand’s Foreign Ministry in charge of Asean-related meetings, in Seoul Monday, ahead of the Asean Regional Forum (ARF). [FOREIGN MINISTRY]         Korean Foreign Minister Kang Kyung-wha will participate in a series of annual Asean meetings this week to discuss coronavirus responses and regional issues as Sino-U.S. tensions capture increased attention.             As in-person multilateral diplomacy has come to a halt amid the ongoing pandemic, Kang will take part in virtual talks involving the 10 members of the Association of Southeast Asian Nations and other key players in the region from Wednesday through Saturday. The talks include the Asean Regional Forum (ARF), the East Asia Summit (EAS) and the Asean plus three meeting, involving Korea, China and Japan.             “We are making efforts to send out the message that it is crucial to bring back North Korea to dialogue,"" a Seoul Foreign Ministry official told reporters Monday. ""We are in talks to reaffirm international efforts toward denuclearization of the Korean Peninsula and making substantive progress for a permanent peace regime.""            ARF is one of the rare regional security forums that North Korea regularly participates in, though it's unclear whether a Pyongyang diplomat will attend virtually this year.             The 10 Asean members are Brunei, Cambodia, Indonesia, Laos, Malaysia, Myanmar, the Philippines, Singapore, Thailand and Vietnam.             Vietnam is the host of this year’s Asean-related meetings.           The Asean sessions are also expected to be a platform in which the United States and China play out their ongoing rivalry in trade and security matters during the EAS on Thursday and ARF on Friday.             U.S. Secretary of State Mike Pompeo is expected to take part in the Asean meetings and stress the importance of ensuring peace on the Korean Peninsula and security in the Indo-Pacific region.           “I look forward to seeing my Asean and Indo-Pacific counterparts next week at a host of virtual meetings,"" Pompeo said during a press conference last Wednesday, noting he will discuss issues including Covid-19, North Korea and the Hong Kong situation.             “I’ll also raise how the Trump administration is restoring reciprocity to the U.S.-China relationship.”           In turn, Chinese Vice Foreign Minister Luo Zhaohui said during a meeting last Friday that the United States is deliberately stirring up trouble in the South China Sea and stands in the way of peace and stability in regions. He called on the Asean countries to work together with China to safeguard regional peace and stability.             Luo made the remarks during a meeting with diplomats from Asean countries in Beijing, urging cooperation in East Asia, according to the Chinese Foreign Ministry.             He also noted that the United States, through its Indo-Pacific Strategy, introduced new policies related to the South China Sea, forcing Asean countries to choose sides between Washington and Beijing.             Washington has recently been urging its allies in the Asia-Pacific region, including Seoul, to partner with the United States against what it describes as political, military and economic aggression from China.             ""So whether it's our friends in India, our friends in Australia, friends in Japan or South Korea, I think they have all come to see the risk to their own people, to their own countries, and you'll see them partner with the United States to push back” against China, Pompeo said in an interview with Fox News on Sept. 1.             During the U.S.-India Strategic Partnership Forum on Aug. 31, U.S. Deputy Secretary of State Stephen Biegun also indicated that the United States is looking to expand its Quadrilateral Security Dialogue, or Quad, involving its regional allies Australia, Japan and India, along with other countries that share similar values.             He went on to specifically name South Korea, Vietnam and New Zealand as countries with which the United States is working closely on its Covid-19 response, in addition to the Quad countries.             Biegun said the seven countries, who are holding weekly meetings, are “very cooperative partners” and “a natural grouping of countries that really will do their very best to advance this combination of interests that we have in the Indo-Pacific.”           The U.S. special representative for North Korea elaborated that “while interests will drive all our nations to make choices in the policy sphere in the Indo-Pacific and beyond, shared values that complement shared interests create a solid foundation.”             He added that the “Quad isn’t exclusive” and “there’s plenty of reason to bring other countries into this discussion as well.”             Korean First Vice Foreign Minister Choi Jong-kun met with the ambassadors of Japan and China Monday in Seoul, while Kim Gunn, the deputy foreign minister for foreign affairs, held a videoconference with Alison Mann, director-general of the Asia Pacific Regional Integration Division of New Zealand’s Foreign Ministry.            Choi's meeting with Japanese Ambassador to Seoul Koji Tomita came amid a looming leadership change in Tokyo, as Japanese Prime Minister Shinzo Abe announced he will step down because of health problems last month.             Choi also later met with Chinese Ambassador Xing Haiming, after a senior Chinese Communist Party official visited Seoul last month confirmed that Chinese President Xi Jinping still plans to visit Korea after the coronavirus situation subsides.           BY SARAH KIM   [kim.sarah@joongang.co.kr]               "
653,Big Hit Edu aims to help global ARMY connect with BTS via Korean learning,"

     This image provided by Big Hit Edu shows ""Learn! Korean with BTS,"" a Korean-language learning kit featuring officially licensed content of K-pop giant BTS. [YONHAP]               Along with the global explosion of K-pop, the need among global fans to better understand what K-pop artists are singing, saying and writing in Korean has grown significantly.           The online edition of American business magazine Forbes highlighted in a recent article that many international fans of K-pop nowadays are turning to ""fan translators on social media platforms as the most accessible news source.""           The worldwide fan base of K-pop super group BTS — referred to as ARMY — is arguably at the forefront of this trend, as seen in cases of fan translation Twitter accounts such as @BTS_Trans, which has over 1 million followers eager to catch up on the global boy band's daily activities through translations done by fans.           Big Hit Entertainment, BTS' label-management company, recently began a new project that tries to tackle this issue at its core, by giving loyal BTS followers the tools to learn the Korean language itself — a learning package that uses officially licensed content of the seven-member K-pop act.           In an exclusive interview with Yonhap News Agency, Choi Yeong-nam, general manager of Big Hit Edu, Big Hit Entertainment's education subsidiary, explained that the company's new product, ""Learn! Korean with BTS,"" was designed specifically for those dedicated fans who are willing to take the ultimate leap: learn and study the mother tongue of BTS to have a deeper appreciation of the band.           ""'Learn! Korean with BTS' was designed for global fans of BTS who have difficulties enjoying K-pop music and content due to language barriers,"" Choi said in the interview conducted recently via email.           The package, comprised of four textbooks and a ""sound pen,"" which plays back the pronunciation of words of phrases by touching symbols on pages, was released on Aug. 24 and has seen a strong reaction — it was sold out in the United States in just 20 minutes and three hours in Japan, according to Big Hit Edu. The kit also includes a set of hangul computer keyboard stickers.           Co-developed by Big Hit Edu and the Korean Language Contents Institute at the Hankuk University of Foreign Studies (HUFS) for over a year, the package is designed for users to study hangul vowels, consonants and basic phrases based on Korea's regional traits and culture introduced in BTS' music and videos.           ""'Learn! Korean with BTS' is a study kit for those who want to learn a foreign language in trying to genuinely understand and communicate with someone,"" Choi explained. ""We developed the product with the emphasis on fans' wishes to better understand the artist and the artist's wish to better communicate with fans.""           Big Hit Edu has been uploading short videos every week related to the educational package since March on Weverse, Big Hit's online fan community-mobile commerce platform.           Last month, the company announced that it has partnered with the Korea Foundation, a nonprofit public diplomacy institution, and HUFS in producing a remote Korean-language course using ""Learn! Korean with BTS"" in overseas Korean-teaching institutions.           The first schools adopting the course starting this fall are Middlebury College in the United States, École normale supérieure and EDHEC Business School of France, Ain Shams University in Egypt and Vietnam's University of Languages & International Studies and Thang Long University.           ""Roles of the three partners are divided up respectively. Under the general leadership of KF, Big Hit Edu provides the study package to overseas universities and faculty of HUFS runs the courses remotely either live or prerecorded,"" Choi explained.           Choi said that a number of other overseas schools have also shown strong interest in the ""Learn! Korean with BTS"" program. ""We anticipate the number of participating schools and courses to increase consistently.""           The entry of Big Hit Edu, founded in November 2018, came at a time when demand for Korean learning had shown a steady increase worldwide, in line with the explosion of K-pop music and K-culture at large across the world.           According to a 2018 report by the Modern Language Association in the United States, the number of students taking Korean courses at American universities reached 13,936 in 2016, up 13.7 percent from three years ago, even when overall language enrollments decreased during the same period.           The number of King Sejong Institutes, state-run overseas Korean culture and language education centers, has jumped nearly tenfold in the past decade, from 23 in 2010 to 213 in 2020. The number of students as of 2019 stood at 72,713, showing a steep increase from the 4,301 tally from 2009.           According to the Korean Culture Ministry, Korean is the 14th most widely used language in the world as of 2019. The number of international applicants for the state-run Test of Proficiency in Korean (Topik) stood at 375,000 last year, reaching an all-time high.           To answer to the growing demand to learn Korean, the Culture Ministry announced that it will increase the number of King Sejong Institutes to 270 by 2022 and also introduce a certification system for Korean courses to ensure the quality of the programs.           Big Hit's differentiating factor, according to Choi, is the company's guiding principle, which aims to abandon preconceived notions of learning by using Big Hit artists as motivation to learn and study.           ""Most of those who want to study a foreign language nowadays tend to have very specifically defined goals: to either pass a test, to go abroad to study or to get a job. Hence the messages the language education companies send out are also very clear. They promise students that they can learn easily, fast and effectively,"" Choi said.           The corporate philosophy of Big Hit Edu, according to Choi, centers around asking what the consumer genuinely wants from its product and to provide a variety of solutions that meet those demands.           Big Hit Edu also communicates and works closely with the other subsidiaries of Big Hit Entertainment, Choi explained.           ""While the areas of specialty differ, we all use the same intellectual properties, and each subsidiaries' businesses integrates and converges with one another to create secondary and tertiary services.""            Choi said Big Hit Edu is keen on listening to the feedback and opinions of customers and plans to add ""new methods, structures and elements that are deemed most effective and useful"" in follow-up learning packages.           Having majored in education from Seoul National University, Choi joined the online education venture business after graduating and later managed a project in developing an online language learning program using cutting-edge technology at Etoos Academy, the largest online learning company in South Korea.           As a seasoned veteran in the online education industry, Choi said his goal is to lead Big Hit Edu in becoming the leader in the educational technology industry.           ""We are living in an era where everything changes at unexpected levels and speeds,"" Choi said. ""The concepts of teaching and learning must also change and evolve. I hope to lead the evolution [of teaching and learning] together with Big Hit Edu by attempting to reform the underlying motivation in learning among people.""           Yonhap                "
654,[Taste Matters] Korea's infamous every flavor almonds ,"

  Weird and wonderfully flavored almonds are all the rage in Korea this summer, but whether they actually taste like what they claim to taste like is another story. We challenged the Korea JoongAng Daily newsroom to see if they could guess the flavor of the strangest almond we could find.         Related Article[Taste Matters] Eggslut vs. Egg drop vs. Isaac Toast [Taste Matters] Green Onion Chex taste test        BY LEE JUNG-JOO [lee.jungjoo@joongang.co.kr]   "
655,Avoid the dreaded dressing room and try on your fashions virtually ,"

     Tribons’ online shirts customizing platform Shirts Specter not only asks questions related to size, such as the lengths of the neck, shoulders, chest and waist, but also allows consumers to customize detailed designs for the collar, pocket and cuffs. [SHIRTS SPECTER]         Most consumers believe ordering bottled water online poses a much smaller risk than ordering a pair of pants that may or may not fit. But the advancement in artificial intelligence (AI), augmented reality (AR) and big data technologies is helping consumers have a much better experience when it come to shopping for clothes online.          As the Covid-19 pandemic persists, people are shying away from visiting stores and dressing rooms and instead turning to the internet.            Mobile research platform Open Survey released the ""2020 Mobile Shopping Trend Report"" on Aug. 3, which studied 1,000 consumers aged between 20 and 49 for three months and how their shopping tendencies changed amid the Covid-19 pandemic. The report showed that online and mobile purchases of food increased by 15 percent, while purchases of fashion items increased by 4.2 percent in the past three months.               Tribons’ online shirts customizing platform Shirts Specter not only asks questions related to size, such as the lengths of the neck, shoulders, chest and waist, but also allows consumers to customize detailed designs for the collar, pocket and cuffs. [SHIRTS SPECTER]         Ordering a customized shirt may seem like a high-end tailor shop service, but now online consumers can make such purchases from the comfort and safety of their own homes by answering some basic questions. They will receive their custom, tailored shirt within seven days.           Tribons, which officially imports men’s shirt brands such as DAKS and Jill by Jill Stuart, developed Shirts Specter with the accumulated data of one million Korean men’s body patterns based on their history of returns and repairs.            ""We spent more than a year developing and building an AI-based size measurement system in search of patterns suitable for the average size of Korean men,” Kim Hak-il, head of the business division of Tribons, said. “We measure beyond just the arm length or shoulder length, but whether their shoulders are slightly curled inward or their backs are bent forward."" In addition to size, consumers can choose detailed designs such as for the collar, pocket and cuffs.                Tribons’ online shirts customizing platform Shirts Specter not only asks questions related to size, such as the lengths of the neck, shoulders, chest and waist, but also allows consumers to customize detailed designs for the collar, pocket and cuffs. [SHIRTS SPECTER]         There are eight questions that Shirts Specter asks, which include age, height, weight, preferred fit and the consumer’s usual shirt size. It doesn’t ask for exact tape measures of arm length. Using big data, Shirts Specter can analyze consumer language such as ""I am skinny but have a muffin top,"" or “my arms are long relative to my height” and translate it into actual figures.           No matter how convenient online shopping is, buying shoes online is often overlooked as consumers want to try their footwear before buying.                Perfitt, an online shoe shopping platform, uses the 30,000 to 40,000 pieces of size data collected from 40 major shoes brands and AI-based size recommendation technology to recommend the best shoe size for each consumer’s feet. [PERFITT]         Perfitt, an online shoe shopping platform, recommends shoes that fit each consumer’s feet size by using size measurement data and AI-based size recommendation technology. Consumers can still buy shoes without registering their shoe sizes, but the customer satisfaction level of purchasing shoes after registering their size is more than 90 percent, and the return rate is as low as 0.9 percent, according to the CEO of Perfitt, Lee Sun-woong.           ""As the e-commerce market is growing continuously, shoe companies are starting to expand their online business,"" Lee said. ""AR tools that recommend the perfect fit for consumers have been introduced in global fashion companies, including Nike Fit in the United States and Rakuten Fits Me in Japan.""            To get a size recommendation, a consumer simply needs to place both feet on the size measurement kit provided by Perfitt, take a picture and upload it to the Perfitt app. Based on the data of 150,000 customers and 30,000 to 40,000 size data from 40 major shoes brands that Pefitt has collected, its sizing recommendation technology provides the best fit. The service is limited to sneakers but the company is planning on expanding the category to heels, which are more sensitive to size.               Lologem’s virtual jewelry try-on platform Lolo Looks allows customers to try on and purchase jewelry online. Just by uploading a selfie, one can virtually try on a jewelry, glasses and hats. [LOLOGEM]         For those who would rather try on an expensive piece of jewelry before buying, software development company Lologem launched Lolo Looks, an online platform that allows customers to virtually try on and purchase jewelry online. Just by uploading a selfie, one can virtually try on jewelry, glasses or hats as if looking into a mirror. The service is currently being offered to jewelry brands such as J.estina and Wing Bling.              Lologem’s virtual jewelry try-on platform Lolo Looks allows customers to try on and purchase jewelry online. Just by uploading a selfie, one can virtually try on a jewelry, glasses and hats. [LOLOGEM]         Lolo Looks applied AR and facial recognition technology to virtualize colors, sizes and the sparkle of accessories. ""We tried to make it as realistic as possible to give the feeling that they are actually wearing them,"" Kim Ha-nul, CEO of Lologem, said. ""Websites that provide virtual-wearing software technology tend to have a low rate of online consumers leaving the website and a high rate of purchases.""           ""We are planning to introduce more realistic shopping content using 3D technology. Virtual try-on technology is not only practical, but also provides enjoyable content for consumers to try special virtual experiences online,” Kim said. “I predict that in the next one to two years, virtual try-on services will become common, not only for fashion items like jewelry, glasses and bags, but also for furniture and home appliances.”                 BY YOO JI-YOEN, KIM YEON-AH    [kim.yeonah@joongang.co.kr]   "
656,Singer Solbi to sell her artwork in online auction ,"

     Artist Kwon Ji-an's ""Palette Garden."" [M.A.P CREW]         Artist Kwon Ji-an, also known as singer Solbi, will be selling her artwork at Korea’s largest auction house Seoul Auction online from Sept. 7 to 11, her agency M.A.P Crew said on Monday.           A mixed media painting and sculpture “Palette Garden” will be the first of her pieces to be auctioned after Kwon was selected as a resident artist at the Gana Art Residence earlier this year. The Gana Art Residence was built in 2006 inside Gana Art Park in Yangju, Gyeonggi, for local artists to move in to and participate in residency programs to produce artwork for local and global exhibitions.            “Palette Garden” will be held at a special exhibition that Seoul Auction organized for artists residing at Gana Art Residence, in which the artists used skateboards without wheels as their canvas.            In the painting ""Palette Garden,” she used her unique finger painting technique to mix acrylic paints with her hands and paint with her own colors.            Kwon's ""Palette Garden"" can be viewed at the preview exhibition held from Sept. 7 to 11 in the lobby on the first floor of the Seoul Auction’s Gangnam Branch in Sinsa-dong, southern Seoul.           Kwon was selected as a resident artist at the Gana Art Residence earlier this year after being chosen as the only Korean artist to be invited to the global contemporary art festival, Nuit Blanche Paris, hosted by Paris in October last year.           As an entertainer, Kwon is also actively appearing on entertainment shows such as JTBC’s online production company Studio Lululala's ""Into the Wild"" and MBC Plus’s online producing company Tikitaka's ""Song for the Small Things” (translated).           BY KIM YEON-AH   [kim.yeonah@joongang.co.kr]   "
657,Typhoon Haishen lashes southeastern coast,"

     Intense waves brought by Typhoon Haishen batter Busan's Gwanganli Beach on Monday. [YONHAP]               Typhoon Haishen rampaged its way across Korea’s southeastern coast Monday, hammering Busan, Ulsan and coastal Gangwon with intense rains and winds as it made its way northwards.           Defying predictions a day earlier that the storm would narrowly skirt the peninsula, Haishen made landfall near the city of Ulsan Monday morning, packing powerful winds measuring up to 35 meters per second (78 miles per hour).             By 3 p.m., the storm exited eastern Gangwon around 20 kilometers (12 miles) north of Gangneung and was back in the East Sea, moving north and due for a second landing in North Korea’s North Hamgyong Province Tuesday morning.           With pressure at its center measuring around 965 hectopascals, the storm was moving at a speed of around 32 meters per second at noon on Monday, according to the Korea Meteorological Administration (KMA).           Like Typhoon Maysak before it, Haishen wreaked havoc in coastal cities of eastern Korea, causing damage to hundreds of properties due to heavy rains and winds.           No casualties were reported as of Monday afternoon, but a 44-year-old man went missing in Samcheok, Gangwon, that morning after returning from mining limestone at a rural location.             According to city authorities, the man slipped into a flooded drainage system and was swept away by waters. Emergency personnel were still searching for the man by press time on Monday.             Eastern Gangwon, where Samcheok is located, experienced around 30 to 60 millimeters (1.2 to 2.4 inches) of rain per hour, which in turn caused landslides throughout the mountainous region that blocked roads and flooded neighborhoods.             Up to 400 millimeters of rain were expected in the area through Monday and Tuesday, the KMA said, along with winds measuring at around 25 to 40 meters per second — strong enough to knock over an adult.             The KMA issued a storm surge warning in 10 locations along the coast of the East Sea in Gangwon Tuesday due to sea levels elevated by the typhoon. Yangyang and Goseong Counties, as well as the cities of Samcheok, Donghae, Gangneung and Sokcho, were vulnerable to surges through Monday evening, the agency warned.             Busan, too, experienced fierce winds at a speed of 32.2 meters per second, while the coastal city of Pohang, North Gyeongsang, was hit by winds measuring up to 42.3 meters per second.           Throughout the Gyeongsang region, a total of 17,620 households experienced varying degrees of blackouts as a result of the storm, and more than 6,000 had yet to regain power by Monday afternoon.              Flooding along the banks of the Taehwa River in Ulsan, due to rains brought by Typhoon Haishen on Monday. [YONHAP]               Hyundai Motors’ plant in Ulsan experienced a power shortage, halting all operations there Monday.           At least 1,640 people had to be evacuated from homes, while a total of 5,882 schools throughout the region suspended classes for the day, or carried them out online.             Various reports of falling trees, road signs and traffic lights were made in Gyeongsang, while intense winds shook buildings in Busan’s wealthy Haeundae District.           Train services throughout most of the southeast were suspended Monday morning but resumed in the afternoon. Likewise, all flights in and out of Jeju Island were canceled throughout the morning.             With the worst of the storm having passed by 4 p.m., the KMA lifted typhoon alerts in Busan, Ulsan, South Gyeongsang, and North and South Jeolla. By 5 p.m., storm alerts were lifted from North Gyeongsang, Daegu, and the Chungcheong region.             Greater Seoul, which experienced rains and winds of a lower intensity than the country’s southeast, had its typhoon alert lifted at 3 p.m.              A car swerves on the road in Gangneung, Gangwon, on Monday. The area was hit by intense rains measuring up to 400 millimeters (15.7 inches) due to Typhoon Haishen. [YONHAP]               Haishen’s rampage throughout the peninsula was the latest in what is shaping out to be one of the most destructive series of natural disasters in recent memory in Korea.             After a record-long rainy season through early August that caused immeasurable damage, the country was affected by back-to-back typhoons in Bavi from Aug. 25 to 27 and Maysak from Sept. 1 to 3 before Haishen’s arrival on Sunday to Monday.             The season’s 11th typhoon — Noul — has yet to form, but already fears are rising that Korea may be hit by it.           Last autumn also broke records by becoming the first time Korea was hit by three typhoons consecutively throughout September and October — a feat that has repeated itself this year.             Meteorologists warned that relatively warm sea level temperatures and high-pressure areas in the atmosphere prevalent in the region meant that conditions were ripe for additional typhoons to form in the Pacific Ocean.           BY SHIM KYU-SEOK   [shim.kyuseok@joongang.co.kr]   "
658,Stocks rebound as Samsung Electronics signs huge deal ,"

                           A screen shows the closing figure for the Kospi in a trading room at Hana Bank in Jung District, central Seoul, on Monday. [YONHAP]               Shares rebounded Monday, led by Samsung Electronics and some bio stocks. The won rose against the dollar.           The Kospi rose 15.97 points, or 0.67 percent, to close at 2,384.22.           Volume was moderate at about 1.2 billion shares worth some 16.9 trillion won ($14.2 billion), with gainers outnumbering losers 641 to 224.           Foreigners sold a net 247 billion won, while retail investors purchased a net 543 billion won. Institutions offloaded a net 297 billion won.           The Kospi rebounded from a 1.15 percent plunge the previous session, despite growing stock price valuation concerns.           ""The tech losses on Wall Street affected Asia stocks in general but had limited influence over Korean stocks,"" Shinhan Financial Investment analyst Choi Yoo-joon said.           A slowdown in daily Covid-19 cases helped boost investor sentiment.           The country added 119 Covid-19 cases Monday, marking a sharp fall from 167 additional cases reported Sunday and the fewest in nearly a month.           On Friday, Korean authorities extended the enhanced social distancing scheme by a week to Sept. 13.           In Seoul, most large caps closed lower.           Samsung Electronics added 1.62 percent to 56,500 won, following news that the company will supply network equipment to Verizon in a 7.89 trillion won deal.           SK hynix shed 0.38 percent to 78,400 won.           Samsung Biologics gained 0.39 percent to 776,000 won, and Celltrion spiked 3.74 percent to 305,000 won.           Naver sank 4.26 percent to 314,500 won, with Kakao dipping 2.49 percent to 392,000 won.           Chemical maker LG Chem fell 3.1 percent to 720,000 won, and rechargeable battery maker Samsung SDI dropped 2.05 percent to 430,000 won.           Hyundai Motor, the country's largest automaker, fell 1.45 percent to 170,000 won, while Posco advanced 1.08 percent to 188,000 won.           The Kosdaq added 12.84 points, or 1.48 percent, to close at 878.88.           The local currency closed at 1,188.3 won per dollar, down 1.3 won from the previous session's close.           Bond prices, which move inversely to yields, closed lower. The yield on three-year bonds rose 4.3 basis points to 0.972 percent, and the yield on ten-year government bonds rose 8.2 basis points to 0.71 percent.           BY LEE JEE-YOUNG, YONHAP   [lee.jeeyoung1@joongang.co.kr]               "
659,PPP demands special prosecutor to probe allegations against Choo,"

     Kim Chong-in, acting leader of the main opposition People Power Party (PPP), speaks during a party meeting on Monday. Kim demanded that a special prosecutor be appointed to investigate Justice Minister Choo Mi-ae over allegations that she abused power to arrange special treatment for her son during his 2017 military service.  [YONHAP]                The main opposition party on Monday demanded a special prosecutor be appointed to conduct an independent probe into Justice Minister Choo Mi-ae over allegations that she had abused her power to arrange special treatment for her son during his military service.            “This is not a case of parental love for a son that had gone wrong,” Kim Chong-in, acting chairman of the People Power Party (PPP), said during a party meeting in the morning. “Doing nothing about this scandal is an act of insulting and destroying rule of law.”             Kim called on Choo to immediately step down as more suspicions were raised that she arranged favors for her son during his military service in 2017. Choo has consistently denied the allegations.                Justice Minister Choo Mi-ae attends the National Assembly's plenary session on Monday.  [YONHAP]                Choo’s son, surnamed Seo, served his military duty in the Korean Augmentation to the United States Army, or Katusa, for the 2nd Infantry Division of the U.S. 8th Army from November 2016 through August 2018. Opposition lawmakers have alleged that Seo was let off the hook when he went AWOL in June 2017.             Based on anonymous statements provided by military supervisors of Seo, PPP Rep. Shin Won-sik said last week that Choo’s aide had requested an extension of Seo’s medical leave when he failed to return to the base in time. At the time, Choo was the chairwoman of the ruling Democratic Party (DP), and Shin said Choo abused the power of her office to intervene on her son's behalf.             Shin, a former lieutenant general who once served as the deputy chief of the Joint Chiefs of Staff, added to the allegations on Sunday, accusing top administration officials and the legislature of trying to influence a selection process of military interpreters for the PyeongChang Winter Olympics in February 2017 to grant a post to Seo.             Shin said an Army colonel in reserve, who had served as the commander of the Katusa forces, told Shin's aide that he was pressured by the office of the defense minister and the liaison office at the National Assembly to dispatch Seo as an interpreter to the sports event. The colonel, whose surname is Lee, said he had resisted the pressures to ensure fairness.            Serving as an interpreter at a global sports event is considered a rare, prestigious opportunity. Competition was fierce among Katusa soldiers to perform the mission, which would likely bolster their resume. At the time, the Army dispatched 65 soldiers as interpreters.             According to Lee, outside pressure was high to name Seo as one of the interpreters, but he resisted.             “He wasn’t assigned,” Lee told Shin’s aide. “Many requests were made from the office of the defense minister and liaison office of the National Assembly, but I said during a meeting that this will later become a problem [...] I changed the selection method to drawing lots.”           As a result, Seo was not selected, even after additional requests were made, Lee added.           Seo’s lawyer, Im Ho-seob, told the JoongAng Ilbo on Sunday that he has no information about the allegation.           Meanwhile, Seo released three medical records concerning his controversial medical leave. One of them was a doctor’s note from June 21, 2017, which was used to extend his medical leave.           Seo took his first medical leave from June 5 to June 14 in 2017 and the second one from June 15 to June 23. Without returning to the base, he used personal days off from June 24 to 27.             Opposition politicians, lawyers and military sources said they have no doubt that Seo underwent medical procedures during those periods. They said the controversy is focused on how he was able to extend the medical leaves without going through proper channels, and that Seo was attempting to divert attention from the issue.             The PPP said Monday that Prosecutor General Yoon Seok-youl must appoint a special prosecutor to conduct an investigation into Choo. The Seoul Eastern District Prosecutors’ Office has been investigating suspicions surrounding the medical leave since February, but no progress has been made.           The special prosecutor system is an extraordinary protocol for a criminal investigation. When the prosecutor general appoints a special prosecutor, he or she is exempt from making interim reports to their bosses. The special prosecutor reports only the final outcome of the probe to the prosecutor general.             The system was introduced in 2010 and has been used four times — in each case, to investigate a prosecutor.             “This is déjà vu from the Cho Kuk scandal from last year, where the fairness of college admissions was destroyed,” PPP’s leader Kim said Monday. “Our youngsters want a society where everyone is equal in front of the duty to defend the country by serving in the military.”                   BY SER MYO-JA   [ser.myoja@joongang.co.kr]           "
660,'Tenet' tops box office sales amid decline in moviegoers ,"

     Scene from ""Tenet."" [WARNER BROS PICTURES]                Christopher Nolan’s “Tenet” managed to exceed 1 million in ticket sales despite declining weekend box office numbers as stricter social distancing guidelines were prolonged due to another spike in daily coronavirus cases.             “Tenet” managed 176,000 in ticket sales at 1,553 screens to accumulate an estimated 1 million tickets in sales since its local premiere on Aug. 26. The story revolves around the protagonists attempting to reverse time to prevent a future world war from happening.             Second place was taken by investigative comedy film “Oh! My Gran,” which attracted about 135,000 people to 1,100 screens over the weekend. The film centers around Doo-won (played by Lee Hee-jun) and his mother Moon-hee (played by Na Moon-hee) who suffers from Alzheimer’s disease, and their quest to find the culprit behind a hit-and-run accident involving Doo-won’s daughter, Bomi.             “Deliver Us From Evil,” the only local film to surpass 4 million ticket sales this year after “The Man Standing Next,” took the third spot, gathering an estimated 23,000 people to 567 screens.             Due to Level 2.5 social distancing guidelines, box office sales suffered a heavy decline. Nationwide ticket sales for the weekend was 302,433, a decrease from last weekend’s 350,043 ticket sales between Aug. 29 to 30 and 370,462 ticket sales from the weekend before, between Aug. 22 to 23.           BY LEE JAE-LIM   [lee.jaelim@joongang.co.kr]   "
